codigo,precio,direccion,latitud,longitud,razon_social,distribuidor,nom_comuna,nom_region
co1312302,1336.3334,Pedro de Valdivia 2142,-33.4420553,-70.60651302,MAC Comercial Ltda 77949720-8,COPEC,Providencia,Metropolitana de Santiago
co1312303,1383,Eleodoro Yañez 1960,-33.43147715,-70.6103003,Distribuidora y Comercializadora El Maitén Ltda,COPEC,Providencia,Metropolitana de Santiago
co1312304,1342.3334,Salvador 1368,-33.44584217,-70.62261701,MULTI SERVICIOS AUTOMOTRICES LTDA.,COPEC,Providencia,Metropolitana de Santiago
co1312305,1338.375,Avenida Francisco Bilbao 960,-33.43996037,-70.62037468,Manuel Rengifo y Cia. Ltda.,COPEC,Providencia,Metropolitana de Santiago
co1312306,1370.9231,Lota 2864,-33.42152007,-70.59755445,#NAME?,COPEC,Providencia,Metropolitana de Santiago
co1312307,1345.3334,Manuel Montt 1118,-33.43800415,-70.6156379,Comercial y Servicios Borlom Limitada,COPEC,Providencia,Metropolitana de Santiago
co1312308,1364.25,Los Leones 2347,-33.44054454,-70.60023397,Comercial Calu Ltda.,COPEC,Providencia,Metropolitana de Santiago
co1312309,1373.7693,Avenida Francisco Bilbao 2682,-33.43580168,-70.59584856,comercial f y h  ltda,COPEC,Providencia,Metropolitana de Santiago
co1312310,1348.5714,Avenida Providencia 1072,-33.43004902,-70.62274575,Comercial Tamarugal Ltda,COPEC,Providencia,Metropolitana de Santiago
co1312311,1339.619,Avenida Santa Maráa 740,-33.43103618,-70.62638015,Comercial y Servicios Balma Ltda,COPEC,Providencia,Metropolitana de Santiago
co1312401,1346.25,San Pablo 8815,-33.44382468,-70.75557445,COMERCIAL Y SERVICIOS OPTIMUM LIMITADA,COPEC,Pudahuel,Metropolitana de Santiago
co1312402,1394.2667,Ruta 68 km. 17,-33.44025133,-70.80449224,Jaime P. Basualdo Misto,COPEC,Pudahuel,Metropolitana de Santiago
co1312403,1347.2307,San Pablo 8529,-33.4448619,-70.747962,COMERCIAL Y SERVICIOS P & B LIMITADA,COPEC,Pudahuel,Metropolitana de Santiago
co1312404,1319.7778,José Joaquín Pérez 8408,-33.4301699,-70.74119747,comercial y servicios geitarufe limitada,COPEC,Pudahuel,Metropolitana de Santiago
co1312405,1401,"Costanera Norte Km. 33, 75",-33.43434229,-70.81057549,Sociedad Comercial Dampaul Ltda.,COPEC,Pudahuel,Metropolitana de Santiago
co1312501,1349.7142,Avenida Las Torres 902,-33.36087989,-70.72131157,Inversiones VIPAZ Ltda.,COPEC,Quilicura,Metropolitana de Santiago
co1312502,1351.25,José Francisco Vergara 19,-33.36653184,-70.73704004,Comercial y Servicios Pimenisa Limitada,COPEC,Quilicura,Metropolitana de Santiago
co1312503,1350.1428,AV BERNARDO O'HIGGINS 750,-33.348507,-70.728812,COMERCIAL Y SERVICIOS BRAXO LTDA.,COPEC,Quilicura,Metropolitana de Santiago
co1312504,1378.6, Américo vespucio ( ex 1390) 1370,-33.371389,-70.7652,Comercializadora Treceveintiocho Lltda,COPEC,Quilicura,Metropolitana de Santiago
co1312601,1315.2632,Vargas Fontecilla 4182,-33.43257845,-70.6920594,Comercial y Servicios Guerra Ltda,COPEC,Quinta Normal,Metropolitana de Santiago
co1312602,1322.6072,San Pablo 4383,-33.43824588,-70.69437146,ADMINISTRADORA DE ESTACIONES DE SERVICIOS VIA SERVICE LTDA,COPEC,Quinta Normal,Metropolitana de Santiago
co1312604,1332.5,Salvador Gutiérrez 4980,-33.424981,-70.70264339,BAR Ltda,COPEC,Quinta Normal,Metropolitana de Santiago
co1312605,1356.5834,Carrascal 5875,-33.41672468,-70.71035206,COMERCIAL Y SERVICIOS D Y R LIMITADA,COPEC,Quinta Normal,Metropolitana de Santiago
co1312606,1323.0769,Mapocho 3898,-33.43279781,-70.68811655,Comercial y Servicios Morango Limitada,COPEC,Quinta Normal,Metropolitana de Santiago
co1312607,1319.7838,Alberto Edwards 4229,-33.44609283,-70.69259048,Comercial ByM Ltda,COPEC,Quinta Normal,Metropolitana de Santiago
co1312608,1294,José Joaquín Pérez 5190,-33.43265903,-70.70675254,COMERCIAL E INVERSIONES SALARES LIMITADA,COPEC,Quinta Normal,Metropolitana de Santiago
co1312701,1328.0834,Avenida El Salto 2098,-33.408086,-70.6350439,Comercial y Servicios El Campanario Ltda,COPEC,Recoleta,Metropolitana de Santiago
co1312702,1321.5,Recoleta 1207,-33.41786646,-70.64360797,Garcia Y compañia Ltda,COPEC,Recoleta,Metropolitana de Santiago
co1312703,1331.7,Recoleta 601,-33.4251431,-70.6456995,JAIME SOTOMAYOR CIA LTDA. RUT:78.025.110-7,COPEC,Recoleta,Metropolitana de Santiago
co1312704,1346.8182,Recoleta 3805,-33.3906969,-70.64217567,COMERCIAL Y SERVICIOS RC LTDA,COPEC,Recoleta,Metropolitana de Santiago
co1312801,1381.4,Américo Vespucio esq. Lo Boza 2001,-33.38635669,-70.75898051,Granese y Urrutia Ltda.,COPEC,Renca,Metropolitana de Santiago
co1312803,1353.25,Domingo Santa María 3329,-33.40908199,-70.69306162,INVERSIONES VIMAR LTDA,COPEC,Renca,Metropolitana de Santiago
co1312901,1373.875,Santa Elena 2206,-33.47234116,-70.62621653,Comercializadora Don Teodoro Limitada,COPEC,San Joaquín,Metropolitana de Santiago
co1312902,1374.2778,Sierra Bella 3009,-33.48375995,-70.63245535,Comercial y Servicios RAPAT Ltda,COPEC,San Joaquín,Metropolitana de Santiago
co1312903,1362.4,Santa Rosa 4180,-33.49502513,-70.63952029,comercial orellana y compaÃ±ia ltda,COPEC,San Joaquín,Metropolitana de Santiago
co1312904,1361.1666,Vicuña Mackenna 3647,-33.48707076,-70.61920524,Administradora de ventas al detalle ltda.,COPEC,San Joaquín,Metropolitana de Santiago
co1313001,1355.1538,Santa Rosa 5499,-33.50663774,-70.63920915,RAVANAL Y KUNCAR Ltda,COPEC,San Miguel,Metropolitana de Santiago
co1313002b,1355.2667,Avenida Departamental 1902,-33.5003843,-70.66707462,Comgar S. A.,COPEC,Pedro Aguirre Cerda,Metropolitana de Santiago
co1313003,1358.5555,Avenida Lo Ovalle 669,-33.51688247,-70.64597368,SOCIEDAD COMERCIAL QUINWER LTDA,COPEC,San Miguel,Metropolitana de Santiago
co1313101,1348,Américo Vespucio 1316,-33.53984316,-70.64981461,comercial hernandez hyp ltda,COPEC,San Ramón,Metropolitana de Santiago
co1313102,1369.1765,Santa Rosa 6565,-33.52121839,-70.63669324,Administradora de Ventas al detalle,COPEC,San Ramón,Metropolitana de Santiago
co1313201,1398.8334,Av. Vitacura 6380,-33.38974288,-70.57051241,PATRICIO REYES INFANTE Y CIA LTDA,COPEC,Vitacura,Metropolitana de Santiago
co1313202,1401.9474,Vitacura 5579,-33.39368431,-70.576998,Soc. Santa Luisa de Nava Del Rey Ltda.,COPEC,Vitacura,Metropolitana de Santiago
co1313203,1402.0714,Vitacura 4207,-33.39967674,-70.58942199,ARCOPRIME LTDA,COPEC,Vitacura,Metropolitana de Santiago
co1313204,1411.6666,Avenida Santa María 5621 A,-33.38195803,-70.5891645,Administarcion y Gestion de Estacines de Servicio Ltda.,COPEC,Vitacura,Metropolitana de Santiago
co1313205,1387,Avenida Santa María 5621 B,-33.38245972,-70.58911622,Administarcion y Gestion de Estacines de Servicio Ltda.,COPEC,Vitacura,Metropolitana de Santiago
co1313206,1401,Avenida Las Condes 10912,-33.38004978,-70.53062797,Comercial Maho Ltda,COPEC,Vitacura,Metropolitana de Santiago
co1313207,1401,"costanera norte    KM   2,5 0",-33.3753193,-70.53216219,COMERCIAL Y DISTRIBUIDORA LOS LIRIOS LTDA.,COPEC,Vitacura,Metropolitana de Santiago
co1320101b,1386.4615,Concha y Toro 0316,-33.616877,-70.57422,Arriagada y Mora Ltda,COPEC,Puente Alto,Metropolitana de Santiago
co1320102,1382,Avenida Concha y Toro 865,-33.60244929,-70.57676196,Estación de Servicio Cordillera Limitada,COPEC,Puente Alto,Metropolitana de Santiago
co1320103,1370.25,Avenida Concha y Toro 05,-33.61250173,-70.57546645,Comercial LOPEMOR Limitada,COPEC,Puente Alto,Metropolitana de Santiago
co1320104,1329.6471,Santa Rosa 25,-33.61835394,-70.62618434,Administradora de ventas al detalle ltda,COPEC,Puente Alto,Metropolitana de Santiago
co1320105,1324.6,Avenida México 3193,-33.5801555,-70.56324899,SOCIEDAD COMERCIAL HIDALGO LIMITADA,COPEC,Puente Alto,Metropolitana de Santiago
co1320106,1361,Gabriela 1482,-33.58184483,-70.59882581,COMERCIAL SANTA MARIA GIORDANO LTDA,COPEC,Puente Alto,Metropolitana de Santiago
co1320107,1340.52,Camilo Henriquez 4583,-33.55793642,-70.55911839,Combustibles y Servicios Ltda.,COPEC,Puente Alto,Metropolitana de Santiago
co1320108,1362.25,Avenida Concha y Toro 3919,-33.56960316,-70.58325827,GAJARDOE E HIJOS LIMITADA,COPEC,Puente Alto,Metropolitana de Santiago
co1320201,1380.7333,Virginia Subercaseaux 1390,-33.6481435,-70.6059466,Administradora de Ventas al Detalle Ltda.,COPEC,Pirque,Metropolitana de Santiago
co1320301,1400,Avda. Comercio 20173,-33.64401549,-70.35294924,FL Comercial Ltda.,COPEC,San José de Maipo,Metropolitana de Santiago
co1330101,1400.2142,Carretera General San Martín 401,-33.20126211,-70.67340195,Comercial Rio Puelo limitada,COPEC,Colina,Metropolitana de Santiago
co1330102,1400,Avenida Chicureo/Avenida El Valle 14100,-33.28296969,-70.65267384,COMERCIAL Y SERVICIOS CAV LTDA.,COPEC,Colina,Metropolitana de Santiago
co1330103,1405.4615,Panamericana Norte Km. 27 1/2 0,-33.21615207,-70.7669735,Comercial y Servicios san Ignacio Limitada,COPEC,Colina,Metropolitana de Santiago
co1330104,1400,Carretera General San Martín 6500,-33.31467828,-70.7046175,Combustibles y comercial san luis ltda.,COPEC,Colina,Metropolitana de Santiago
co1330106,1405.1333,Av. Chamisero 10410,-33.30678807,-70.66369183,GARCIA Y CIA LTDA,COPEC,Colina,Metropolitana de Santiago
co1330107,1399.9166,General San Martin 1324,-33.21512184,-70.6851655,comercial oleu cia limitada.,COPEC,Colina,Metropolitana de Santiago
co1330108,1400,"Lote sin número 8, sector Chicureo",-33.279576,-70.62973946, Comercial Rio Serrano Limitada,COPEC,Colina,Metropolitana de Santiago
co1330201,1391.25,"Ruta G-16 , Sitio 122 / Arcoiris 0",-33.30421464,-70.85342646,Comercial Y Servicios LOS ALERCES LIMITADA,COPEC,Lampa,Metropolitana de Santiago
co1330202,1391.0909,Pedro Aguirre Cerda 1370,-33.28249433,-70.87036997,Administradora de Ventas al Detalle,COPEC,Lampa,Metropolitana de Santiago
co13302023,1375.8462,AVENIDA LA MONTAÑA N° 2550,-33.32377214,-70.74510735,Comercial Misle Romeo Cía. Ltda.,COPEC,Lampa,Metropolitana de Santiago
co1330204,1393.8823,AVENIDA ESPAÑA 2469,-33.2382991,-70.8094272,ARAYA Y ARAYA CIA LTDA,COPEC,Lampa,Metropolitana de Santiago
co1330301,1362.2222,Emilio Valle Esquina Arturo Prat 05,-33.0825763,-70.92820843,rosenberg y Sepulveda ltda,COPEC,Tiltil,Metropolitana de Santiago
co1340101,1318.7,Lo Sierra 03000,-33.53315573,-70.70232689,COMERCIAL PEREA Y CIA LTDA,COPEC,San Bernardo,Metropolitana de Santiago
co1340102,1334.5714,Freire 45,-33.58614398,-70.6996876,COMERCIAL SAN PABLO LTDA,COPEC,San Bernardo,Metropolitana de Santiago
co1340103,1326.7693,San José 10,-33.59835649,-70.69459677,Comercial y Servicios El Tatio Ltda.,COPEC,San Bernardo,Metropolitana de Santiago
co1340104,1390.8667,CAMINO LONGITUDINAL SUR KM 27,-33.66956841,-70.72201967,COM. Y DIST. GABRIEL VASQUEZ Y CIA.  LTDA. 76111900-1,COPEC,San Bernardo,Metropolitana de Santiago
co1340105,1401.0769,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ 20011,-33.63203549,-70.71417537,COMERCIAL Y SERVICIOS TARAHUIN LTDA,COPEC,San Bernardo,Metropolitana de Santiago
co1340202,1400.9166,Balmaceda 901,-33.73161636,-70.7489115,Comercial Cárdenas C&Q Limitada,COPEC,Buin,Metropolitana de Santiago
co1340203,1396.5714,Panamerica Sur 334,-33.7332523,-70.73359606,COMERCIAL Y SERVICIOS TEPUAL LIMITADA,COPEC,Buin,Metropolitana de Santiago
co1340301,1356.25,Camino Calera de Tango/Camino Lonquen 01,-33.623014,-70.798946,Comercial OLMEGON Ltda.,COPEC,Calera de Tango,Metropolitana de Santiago
co1340401,1392,Avenida Presidente Prieto 486,-33.81348238,-70.74975371,COMERCIAL Y SERVICIOS WINGS LTDA,COPEC,Paine,Metropolitana de Santiago
co1340402,1396.5714,Av. 18 de Septiembre 785,-33.808185,-70.731566,Distribuidora Agropecuaria Longitudinal Sur Ltda. (Dalsur Ltda.),COPEC,Paine,Metropolitana de Santiago
co1350101,1400.1428,LAS CASAS CRUCE LA VIRGEN LOTE 1 10,-33.56739956,-71.21033728,Estacion de Servicios C y M Limitada,COPEC,Melipilla,Metropolitana de Santiago
co1350103,1397.25,VICUÑA MACKENNA 1041,-33.679217,-71.188934,C. Ricardo Jerez Camus,COPEC,Melipilla,Metropolitana de Santiago
co1350104,1391.4615,VICUÑA MACKENNA 820,-33.68084953,-71.19281709,JC PEREZ Y CIA LTDA,COPEC,Melipilla,Metropolitana de Santiago
co1350105,1397.25,HUILCO BAJO 00,-33.70968624,-71.21649027,GUZMAN Y FORNO LTDA.   78.410.230-0,COPEC,Melipilla,Metropolitana de Santiago
co1350301,1400.1765,RUTA 68 KM. 55,-33.40806455,-71.17774844,SOCIEDAD COMERCIAL Y SERVICIOS V & A LTDA,COPEC,Curacaví,Metropolitana de Santiago
co1350302,1398.7,Ambrosio O'Higgins 2133,-33.40173546,-71.12311348,COMERCIAL FELIPE QUIROZ Y PEÑALOZA LIMITADA,COPEC,Curacaví,Metropolitana de Santiago
co1350401,1400.1428,LOS RULOS KM. 8,-33.46599127,-71.08419836,COMERCIAL FELIPE QUIROZ Y PEÑALOZA LIMITADA,COPEC,María Pinto,Metropolitana de Santiago
co1360101,1398.4,Ruta 78 Km. poniente 31,-33.63262989,-70.86894572,Administradora de Ventas al Detalle Ltda.,COPEC,Talagante,Metropolitana de Santiago
co1360102,1398.4,Ruta 78 Km. oriente 31,-33.63473802,-70.86872578,Administradora de Ventas al detalle Ltda,COPEC,Talagante,Metropolitana de Santiago
co1360103,1365,Avenida Bernardo O'Higgins 530,-33.66115682,-70.92143655,DISTRIBUIDORA DE COMBUSTIBLES SAN IGNACIO LIMITADA,COPEC,Talagante,Metropolitana de Santiago
co1360104,1373.0555,Avenida Bernardo O'Higgins 3006,-33.67003941,-70.9399277,Inversiones Navaran Spa,SHELL,Talagante,Metropolitana de Santiago
co1360105,1369,21 de Mayo 1500,-33.67081846,-70.92657566,"SOCIEDAD COMERCIAL ZAMBRA Y COMPAÑIA LIMITADA, 78.896.760-8",COPEC,Talagante,Metropolitana de Santiago
co1360201,1341.5333,Los Libertadores 98,-33.6796825,-70.97953488,Venta al por menor de combustible,COPEC,El Monte,Metropolitana de Santiago
co1360301,1378.6923,Santelices 71,-33.75594711,-70.8971867,COMERCIAL Y SERVICIOS JP LTDA,COPEC,Isla de Maipo,Metropolitana de Santiago
co1360401,1343.7188,Camino a Melipilla 1891,-33.56676677,-70.81276055,Comercial y Servicios RODAPAZ,COPEC,Padre Hurtado,Metropolitana de Santiago
co1360402,1342.8387,"Ruta 78 KM.25,5 0",-33.58439664,-70.83351374,Comercial y servicios A y M Ltda,COPEC,Padre Hurtado,Metropolitana de Santiago
co1360403,1344.0909,Camino a Melipilla 1846,-33.5664134,-70.81114517,Comercial Bertoni y Vilches  Limitada,COPEC,Padre Hurtado,Metropolitana de Santiago
co1360501,1347.4,Balmaceda 21,-33.60311055,-70.85137188,Henderson Macqueen Ltda // 76.196.767-3,PETROBRAS,Peñaflor,Metropolitana de Santiago
co1360502,1324.3793,Vicuña Mackenna 3957,-33.61083087,-70.90314925,#NAME?,COPEC,Peñaflor,Metropolitana de Santiago
co1360503,1342.25,Balmaceda 83,-33.603533,-70.851626,Inversiones y Proyectos Haensgen ltda,COPEC,Peñaflor,Metropolitana de Santiago
co1410101,1411.0454,AVDA. PEDRO AGUIRRE CERDA (Salida Norte) 670,-39.80973933,-73.21752548,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,COPEC,Valdivia,De los Ríos
co1410102,1406.5,PICARTE/A. MUÑOZ 895,-39.8160686,-73.23702514,DE LA FUENTE MARTÍNEZ Y CIA LTDA // 76.115.936-4,COPEC,Valdivia,De los Ríos
co1410103,1411.1904,PICARTE 2261,-39.82870068,-73.22202086,DEL PRADO MONTORY ALEJANDRO MARCELO 7.636.633-0,COPEC,Valdivia,De los Ríos
co1410105,1415.8572,ANIBAL PINTO ESQ. BULNES 2007,-39.82786026,-73.24024916,Comercial y Servicios JOVI Ltda,COPEC,Valdivia,De los Ríos
co1410106,1404.3,AV. DIEGO PORTALES 1072,-18.47414466,-70.30325711,JACHURA RIVAS FERNANDO DANIEL   9.450.111-3,COPEC,Arica,Arica y Parinacota
co1410301,1412.1666,Panamericana Sur s/n Km 771 771,-39.44991364,-72.78051853,ABARZUA COMERCIAL E INVERSIONES LTDA // 76.281.808-6,COPEC,Lanco,De los Ríos
co1410401,1408.8,"BALMACEDA, ESQ. SAN MARTIN 0",-39.86185605,-72.81553745,"MISLE Y CIA. LTDA., NAGIB",COPEC,Los Lagos,De los Ríos
co1410501,1413.7142,SAN MARTIN 96,-39.66534269,-72.95165285,COMERCIAL Y SERVICIOS SANTO DOMINGO LTDA,COPEC,Máfil,De los Ríos
co1410601,1398.4242,"RUTA 5 KM 785,6 0",-39.55021744,-72.95209408,Administradora de Ventas al Detalle Ltda.,COPEC,Mariquina,De los Ríos
co1410701,1404.4,COCHRANE 415,-40.06878601,-72.86797464,PATRICIO SANTIAGO CAREY BRIONES - 5788415-0,COPEC,Paillaco,De los Ríos
co1410801,1414.6364,M. ROZAS 468,-39.643632,-72.336494,Comercial y Servicios G&G Limitada,COPEC,Panguipulli,De los Ríos
co1420101,1413.7142,BALMACEDA 100,-40.12418215,-72.38236874,COMERCIAL Y SERVICIOS FUTRONO LTDA,COPEC,Futrono,De los Ríos
co1420201,1412.7142,"RUTA 70 Km 4 0,La union 0",-40.3172,-73.0141,JUAN CARLOS MARTINEZ Y CIA. LIMITADA - 77259400-3,COPEC,La Unión,De los Ríos
co1420202,1413.7142,COMERCIO 557,-40.29752214,-73.08026075,Comercial y Servicio ZM limitada,COPEC,La Unión,De los Ríos
co1420401,1414.7142,COMERCIO 972,-40.3364,-72.9564,JUAN CARLOS MARTINEZ Y CIA. LIMITADA - 77259400-3,COPEC,Río Bueno,De los Ríos
co1510101,1405.5217,SAN MARTÍN 699,-18.47984818,-70.31341732,rach gasoil limitada,COPEC,Arica,Arica y Parinacota
co1510102,1404.3,PANAMERICANA SUR 2824,-18.4935033,-70.28909504,VICTOR HUGO CORTES BRAVO Y CIA. LTDA.  ,COPEC,Arica,Arica y Parinacota
co1510103,1397.7391, LUIS VALENTE ROSSI 1990,-18.49041522,-70.30229688,SOC. REYES TAMAYO LIMITADA 76.012.325-0,COPEC,Arica,Arica y Parinacota
co1510104,1404.3,18 DE SEPTIEMBRE 2401,-18.48983525,-70.29027522,ESTACIONES DE SERVICIO SEGUEL Y CIA . LTDA.,COPEC,Arica,Arica y Parinacota
co1510105,1390.1904,DIEGO PORTALES 1115,-18.47399457,-70.30260533,COMERCIAL Y SERVICIOS PANGUI LTDA,COPEC,Arica,Arica y Parinacota
co1510106,1404.3,AV. SANTIAGO ARATA 3190,-18.45543008,-70.29473305,COMBUSTIBLES ARICA LTDA. 78.875.760-3,COPEC,Arica,Arica y Parinacota
co1510401,1410.9,QUINCHILCA S/N 0,-39.86099956,-72.79438019,COOPRINSEM                                          ,COPEC,Los Lagos,De los Ríos
co210101,1418.76,AV. ANTONIO RENDIC 3855,-23.63617491,-70.38920581,MARCE INGENIERIA LTDA. RUT: 78.116.860-2,COPEC,Antofagasta,Antofagasta
co210102,1411.9166,AV. MEJILLONES 4950 ESQ. ILLAPEL 4950,-23.62519323,-70.39119869,Comercializadora Didecom Limitada,COPEC,Antofagasta,Antofagasta
co210103,1420.4783,SAN MARTIN ESQ. URIBE 0,-23.6491409,-70.40098876,COMERCIAL ELIZABETH OCARANZA LIMITADA,COPEC,Antofagasta,Antofagasta
co210104,1393,AV. ANGAMOS 0633,-23.67874385,-70.40979445,COMERCIAL Y SERVICIOS TRACIA LTDA,COPEC,Antofagasta,Antofagasta
co210105,1419.5,RUTA 5 NORTE KM 1351 00,-23.782598,-70.316837,COMERCIALIZADORA Y DISTRIBUIDORA ARCEU Y CABRERA LIMITADA,COPEC,Antofagasta,Antofagasta
co210106,1420.4783,AV. ARGENTINA 1103,-23.66514206,-70.39873838,CLAPS SANCHEZ GERARDO FERNANDO,COPEC,Antofagasta,Antofagasta
co210107,1418.76,Pedro Aguirre Cerda 7240,-23.60378503,-70.3887552,Comercializadora y Distribuidora Cofre Ltda.,COPEC,Antofagasta,Antofagasta
co210108,1366,AV. ARGENTINA 3211,-23.64431781,-70.39290726,Comercializadora L&S limitada,COPEC,Antofagasta,Antofagasta
co210109,1420.4783,AV. EDMUNDO PEREZ ZUJOVIC 4256,-23.63203692,-70.39558947,QUARKS INGENIERIA Y SERVICIOS LTDA.,COPEC,Antofagasta,Antofagasta
co210110,1420,República de Croacia 286,-23.67045815,-70.40699959,Comercial Formar Ltda,COPEC,Antofagasta,Antofagasta
co210111,1416.3478,Avenida Pedro Aguirre Cerda 10980,-23.5611991,-70.39058447,Miranda e Hijo Cia. Ltda. // 77.650.070-4,COPEC,Antofagasta,Antofagasta
co210112,1420.7916,Av. Pedro Edmundo Perez Zujovic 10675,-23.576324,-70.3940022, COMERCIAL KAM LTDA,COPEC,Antofagasta,Antofagasta
co210113,1418.6428,Avda. Pedro Aguirre Cerda 10615,-23.56474084,-70.39128059,REHPAL SPA,SHELL,Antofagasta,Antofagasta
co210114,1415.3334,Ruta 5 Norte Km. 1398 0,-23.454892,-70.13732,Administradora de ventas al detalle ltda.,COPEC,Antofagasta,Antofagasta
co210118,1419.4783,RUTA 5 NORTE KM 1392,-23.47596335,-70.18087168,--,COPEC,Antofagasta,Antofagasta
co210201,1399.1428,san martin 525,-23.09926821,-70.45104146,COMERCIALIZADORA CODICOM LTDA,COPEC,Mejillones,Antofagasta
co210301,1382,Carmen Alto 1458,-22.89178268,-69.32027042,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA. / Rut: 76.329.107-3,COPEC,Sierra Gorda,Antofagasta
co210401,1410.9546,FRANCISCO BILBAO 101,-25.40774496,-70.47883451,Inversiones Luna y Compania Limitada ,COPEC,Taltal,Antofagasta
co210402,1403.1578,PANAMERICANA NORTE KM 1144,-25.5646653,-70.36846161,Rach Gasoil Limitada,COPEC,Taltal,Antofagasta
co220101,1426.4783,GRANADEROS 3524,-22.44457385,-68.92786324,COMERCIALIZADORA Y DISTRIBUIDORA VERA SPAE LIMITADA,COPEC,Calama,Antofagasta
co220102,1426.4783,ABAROA 1413,-22.46759221,-68.92573357,FONSECA ILLANES HERNAN,COPEC,Calama,Antofagasta
co220103,1425.3636,Diego de Almagro 2547,-22.44772218,-68.93242836,Comercializadora y Distribuidora V & A Ltda.,COPEC,Calama,Antofagasta
co220104,1425.6818,"PUNTA DE DIAMANTE S/N, SALIDA SUR 000",-22.32969276,-68.92745018,Comercializadora y Distribuidora V & A Ltda.,COPEC,Calama,Antofagasta
co220105,1425.8636,AV. BALMACEDA 3012,-22.452823,-68.921583,Sociedad Comercializadora y Distribuidora Jiusan Group Limitada,COPEC,Calama,Antofagasta
co220302,1427.4783,RUTA 27 INTERSECCION  B241 0,-22.914625,-68.191518,Administradora de Ventas al Detalle Ltda.,COPEC,San Pedro de Atacama,Antofagasta
co230101,1418.4783,AV. 11 DE SEPTIEMBRE 000,-22.08614195,-70.19145727,HERMAN Javier RIVERA CHACANA / Rut: 9.821.227-2,COPEC,Tocopilla,Antofagasta
co230102,1418.4783,AVDA. TENIENTE MERINO 3303,-22.078357,-70.193635,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA,COPEC,Tocopilla,Antofagasta
co230201,1420.4783,pedro montt 000,-22.34562905,-69.65776205,HERMAN JAVIER RIVERA CHACANA / Rut: 9.821.227-2 ,COPEC,María Elena,Antofagasta
co310101,1417.3334,AV. LOS LOROS 1310,-27.36910667,-70.31199574,Administradora de ventas al detalle ltda,COPEC,Copiapó,Atacama
